Week Start,Strategy,Date Added,Stock Symbol,Entry Price,Weekend Price (Friday),Status
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,INDGN,515.15,553.4,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,TI,465.15,485.8,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,MASFIN,319.8,302.2,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,PRIMO,25.24,24.16,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,GATECH,0.69,0.67,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,SHANTIGOLD,217.41,224.05,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,MAHASTEEL,1001.25,1045.9,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,PYRAMID,181.12,176.5,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,03-August-2026,TVSMOTOR,4338.1,4439.8,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,03-August-2026,REDINGTON,339.05,356.05,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,03-August-2026,PAYTM,1400.9,1446.9,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,03-August-2026,TITAN,4899.3,4949.4,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,03-August-2026,CRAFTSMAN,10340,10724,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,03-August-2026,KARURVYSYA,349.95,335.35,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,LUMAXIND,5820,5800,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,03-August-2026,KIOCL,398.5,391.4,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,04-August-2026,LALPATHLAB,1938.5,1933.0,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,04-August-2026,RKFORGE,694.5,724.2,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,04-August-2026,SIEMENS,3953.8,3934.8,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,04-August-2026,ATHERENERG,1448.8,1475.5,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,04-August-2026,RBA,77.73,94.92,IN (in strategy still)
03-August-2026,Jyoti Budhiya 15M Breakout,04-August-2026,UNITDSPR,1543.5,1513.1,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,04-August-2026,UTTAMSUGAR,258.5,251,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,04-August-2026,KEI,5339.9,5600,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,04-August-2026,PONNIERODE,329,322.65,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,04-August-2026,DHAMPURSUG,151,150.54,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,04-August-2026,NOCIL,171.77,168.97,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,04-August-2026,GRAPHITE,707,709.95,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,04-August-2026,LIQUID,1000,1000,IN (in strategy still)
03-August-2026,Jyoti Budhiya 15M Breakout,05-August-2026,WELCORP,1769.7,1839.5,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,05-August-2026,PTC,193.11,203.3,IN (in strategy still)
03-August-2026,Jyoti Budhiya 15M Breakout,05-August-2026,EXIDEIND,477.6,489.0,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,05-August-2026,RADICO,4555,4470.0,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,05-August-2026,PRINCEPIPE,283,275.05,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,05-August-2026,DIAMINESQ,272.3,260.1,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,05-August-2026,PRIMESECU,292.6,297,IN (in strategy still)
03-August-2026,Jyoti Budhiya 15M Breakout,05-August-2026,RRKABEL,2765.4,2759.8,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,05-August-2026,CHEVIOT,1221,1165.6,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,05-August-2026,ASIANHOTNR,310.3,312.7,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,05-August-2026,ASAHIINDIA,927.5,898.25,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,05-August-2026,ROLEXRINGS,148.84,156.68,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,KRITINUT,92.44,90.97,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,RACLGEAR,1436.9,1482.7,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,TAINWALCHM,208.76,206,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,TERASOFT,423.3,408.6,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,SUDARCOLOR,430.05,422,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,MAFANG,207.78,206.3,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,DCMFINSERV,5.56,5.57,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,VHL,3604.2,3577,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,MANAKSTEEL,84,84.43,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,06-August-2026,HINDALCO,1027,1059.6,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,ALBERTDAVD,825,822.85,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,SANDESH,1270,1212.25,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,07-August-2026,MOTHERSON,161.27,168.5,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,ENRIN,3632,3648.8,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,AKSHOPTFBR,6.9,6.9,OUT (Not in Strategy)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,DCMNVL,166.5,158,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,FINEORG,5115,5162.1,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,AAREYDRUGS,82.49,82.65,OUT (Not in Strategy)
03-August-2026,Jyoti Budhiya 15M Breakout,07-August-2026,NEULANDLAB,22440,22915,IN (in strategy still)
03-August-2026,Jyoti Budhiya 15M Breakout,07-August-2026,TATATECH,860.45,873.05,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,NAHARINDUS,124,128.5,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,KALYANIFRG,640,638.8,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,ARVSMART,663.5,650.75,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,PRECWIRE,412.75,413.8,IN (in strategy still)
03-August-2026,Codex Milega Hilega Weekly,07-August-2026,WINDMACHIN,306.75,306.75,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,MOTHERSON,168.5,168.94,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,TATATECH,872.8,866.6,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,NEULANDLAB,22855,23570,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,LAURUSLABS,1864.6,1804.0,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,RKFORGE,735.95,731.5,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,PAYTM,1478.6,1643,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,SONACOMS,833.6,795.15,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,10-August-2026,AARTIPHARM,823,851.2,IN (in strategy still)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,PPLPHARMA,215.1,203.84,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,MEDANTA,1487.9,1420.4,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,10-August-2026,ASTERDM,888,820.45,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,10-August-2026,SYNCOMF,14.57,14.92,IN (in strategy still)
10-August-2026,Jyoti Budhiya 15M Breakout,11-August-2026,TITAN,5136,5078.8,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,11-August-2026,BOSCHLTD,44980,47260.0,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,11-August-2026,ATHERENERG,1523.8,1509.4,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,11-August-2026,SIMPLEXINF,266.5,253.99,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,11-August-2026,MCX,2895,2911.5,IN (in strategy still)
10-August-2026,Codex Milega Hilega Weekly,12-August-2026,ABMINTLLTD,63.07,62.44,IN (in strategy still)
10-August-2026,Codex Milega Hilega Weekly,12-August-2026,AFSL,219.95,205.8,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,12-August-2026,ANANDRATHI,2195.8,2177.1,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,12-August-2026,APARINDS,17445,16731.0,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,12-August-2026,LALPATHLAB,1980.9,1914.9,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,12-August-2026,ARIES,404.2,413.5,IN (in strategy still)
10-August-2026,Codex Milega Hilega Weekly,12-August-2026,EPL,257,244.6,IN (in strategy still)
10-August-2026,Codex Milega Hilega Weekly,12-August-2026,ESABINDIA,6054,6224,IN (in strategy still)
10-August-2026,Codex Milega Hilega Weekly,12-August-2026,JUBLCPL,2093,2407.5,IN (in strategy still)
10-August-2026,Jyoti Budhiya 15M Breakout,12-August-2026,VIJAYA,1500.4,1473.5,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,13-August-2026,AFIL,10.13,9.78,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,13-August-2026,LIQUID,1000,1000,IN (in strategy still)
10-August-2026,Jyoti Budhiya 15M Breakout,13-August-2026,FLUOROCHEM,4870.9,4748.0,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,13-August-2026,RADICO,4620,4675.2,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,13-August-2026,LINCOLN,626.65,628.8,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,13-August-2026,TVSSRICHAK,4067.4,4478.1,IN (in strategy still)
10-August-2026,Jyoti Budhiya 15M Breakout,13-August-2026,SOLARINDS,19915,20324,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,14-August-2026,GLAND,2981.2,3026.1,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,14-August-2026,NETWEB,5237.7,5237.7,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,14-August-2026,MAXESTATES,437.2,442,IN (in strategy still)
10-August-2026,Codex Milega Hilega Weekly,14-August-2026,APEX,440.7,438.65,OUT (Not in Strategy)
10-August-2026,Codex Milega Hilega Weekly,14-August-2026,NDGL,3045,3009,OUT (Not in Strategy)
10-August-2026,Jyoti Budhiya 15M Breakout,14-August-2026,AJANTPHARM,3685.7,3686.9,IN (in strategy still)
10-August-2026,Codex Milega Hilega Weekly,14-August-2026,UMESLTD,5.8,5.82,IN (in strategy still)
10-August-2026,Codex Milega Hilega Weekly,14-August-2026,JSWDULUX,3166,3167.4,IN (in strategy still)
10-August-2026,Codex Milega Hilega Weekly,14-August-2026,GLOBAL,105,105,IN (in strategy still)
17-August-2026,Jyoti Budhiya 15M Breakout,17-August-2026,BOSCHLTD,47640,-,OUT (Not in Strategy)
17-August-2026,Jyoti Budhiya 15M Breakout,17-August-2026,PTCIL,19920,-,OUT (Not in Strategy)
17-August-2026,Jyoti Budhiya 15M Breakout,17-August-2026,HAL,5134,-,OUT (Not in Strategy)
17-August-2026,Jyoti Budhiya 15M Breakout,17-August-2026,KEI,5873.9,-,OUT (Not in Strategy)
17-August-2026,Jyoti Budhiya 15M Breakout,18-August-2026,WELCORP,1914.4,-,OUT (Not in Strategy)
17-August-2026,Codex Milega Hilega Weekly,18-August-2026,LIQUIDETF,1000.01,1000.01,OUT (Not in Strategy)
17-August-2026,Jyoti Budhiya 15M Breakout,18-August-2026,HEG,730.45,-,OUT (Not in Strategy)
17-August-2026,Jyoti Budhiya 15M Breakout,19-August-2026,ZENTEC,2006.3,-,OUT (Not in Strategy)
17-August-2026,Codex Milega Hilega Weekly,19-August-2026,SAKHTISUG,19,21.13,IN (in strategy still)
17-August-2026,Codex Milega Hilega Weekly,19-August-2026,BAJAJHIND,20.89,23.13,IN (in strategy still)
17-August-2026,Codex Milega Hilega Weekly,19-August-2026,JMA,90.34,91,IN (in strategy still)
17-August-2026,Jyoti Budhiya 15M Breakout,19-August-2026,RRKABEL,2909.4,-,OUT (Not in Strategy)
17-August-2026,Codex Milega Hilega Weekly,20-August-2026,MANGLMCEM,974.2,1036.65,IN (in strategy still)
17-August-2026,Codex Milega Hilega Weekly,20-August-2026,SOLARA,607.05,616.9,IN (in strategy still)
17-August-2026,Codex Milega Hilega Weekly,20-August-2026,MMTC,66.33,65.59,OUT (Not in Strategy)
17-August-2026,Codex Milega Hilega Weekly,20-August-2026,EMSLIMITED,406.8,394.3,OUT (Not in Strategy)
17-August-2026,Codex Milega Hilega Weekly,20-August-2026,ZUARIIND,282.5,285.95,OUT (Not in Strategy)
17-August-2026,Jyoti Budhiya 15M Breakout,21-August-2026,BALRAMCHIN,767.1,767.1,OUT (Not in Strategy)
17-August-2026,Codex Milega Hilega Weekly,21-August-2026,RIIL,799.1,793.45,OUT (Not in Strategy)
17-August-2026,Codex Milega Hilega Weekly,21-August-2026,VINCOFE,165.24,161.55,IN (in strategy still)
17-August-2026,Codex Milega Hilega Weekly,21-August-2026,DCBBANK,202.25,203.59,IN (in strategy still)
17-August-2026,Codex Milega Hilega Weekly,21-August-2026,GOKUL,41.35,42.8,IN (in strategy still)
17-August-2026,Codex Milega Hilega Weekly,21-August-2026,LICI,422.65,424.2,OUT (Not in Strategy)
17-August-2026,Codex Milega Hilega Weekly,21-August-2026,KSL,908.35,908.35,OUT (Not in Strategy)
17-August-2026,Codex Milega Hilega Weekly,21-August-2026,QUADFUTURE,405.35,405.35,IN (in strategy still)
17-August-2026,Codex Milega Hilega Weekly,21-August-2026,JAYNECOIND,99.31,99.89,IN (in strategy still)
17-August-2026,Codex Milega Hilega Weekly,21-August-2026,MODIRUBBER,135.6,135.6,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,KFINTECH,980,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,KOTAKBANK,402.8,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,NYKAA,334,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,PAYTM,1632,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,KAYNES,3890,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,LICI,422.25,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,CDSL,1388.9,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,AUBANK,1108.2,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,AMBUJACEM,414.5,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,JUBLFOOD,506.75,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,KALYANKJIL,603.55,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,PRESTIGE,1631,-,IN (in strategy still)
17-August-2026,Stock mind27- EveryDay Call Options look up,22-August-2026,HDFCLIFE,554.8,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,VMM,110.66,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,NATIONALUM,399.75,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,HDFCBANK,733.85,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,KALYANKJIL,605.75,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,WIPRO,182.34,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,SAIL,177.9,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,COALINDIA,406.6,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,MANAPPURAM,360.05,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,SWIGGY,284.05,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,MCX,3248.6,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,MUTHOOTFIN,3157,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,VEDL,279.7,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,HINDZINC,597.2,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,HINDALCO,1051.3,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,LTF,322.65,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,BANDHANBNK,179.42,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,CDSL,1405,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,PETRONET,296.25,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,ICICIBANK,1423.2,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,INFY,1135.4,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,ETERNAL,328.5,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,JSWSTEEL,1313.2,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,GAIL,173.55,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,HDFCLIFE,553.9,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,DLF,685.15,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,TATASTEEL,185.17,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,SUNPHARMA,1915.5,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,DRREDDY,1185,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,HINDPETRO,370.15,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,SBICARD,653.2,-,OUT (Not in Strategy)
24-August-2026,Codex Milega Hilega Weekly,24-August-2026,TVSSCS,137.71,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,IOC,138.1,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,SIEMENS,4073.7,-,OUT (Not in Strategy)
24-August-2026,Codex Milega Hilega Weekly,24-August-2026,RBZJEWEL,148,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,LODHA,1251.9,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,LICI,423.7,-,OUT (Not in Strategy)
24-August-2026,Codex Milega Hilega Weekly,24-August-2026,RATNAMANI,2709.7,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,AUBANK,1109.9,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,INDUSINDBK,1015.7,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,JINDALSTEL,1141.7,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,CIPLA,1436.4,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,24-August-2026,COCHINSHIP,1515,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,UPL,576.7,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,INDUSTOWER,383.4,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,PAYTM,1628.1,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,BDL,1374.3,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,KAYNES,3962,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,IREDA,116.37,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,LAURUSLABS,1839.8,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,ANGELONE,292.9,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,BPCL,313.95,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,ADANIENT,3029.6,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,NYKAA,333.15,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,ADANIENSOL,1565.6,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,JUBLFOOD,510.65,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,MOTILALOFS,1006.55,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,ADANIGREEN,1320.5,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,UNIONBANK,186.11,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,COFORGE,1887.4,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,BIOCON,414.5,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,LICHSGFIN,503.9,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,CGPOWER,874.85,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,ADANIPOWER,204.84,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,HDFCAMC,2672.7,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,BANKINDIA,143.09,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,LT,4109,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,FORTIS,921.05,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,MAXHEALTH,1006,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,INDHOTEL,730,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,ITC,270.1,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,SHRIRAMFIN,1136.4,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,PNBHOUSING,1179.3,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,25-August-2026,ADANIPORTS,1695.2,-,IN (in strategy still)
24-August-2026,Codex Milega Hilega Weekly,26-August-2026,UMESLTD,5.89,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,BSE,3365,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,KOTAKBANK,407.8,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,ASHOKLEY,177.07,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,SBIN,1059.3,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,NTPC,343.5,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,PNB,117.36,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,BHEL,419.65,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,ATHERENERG,1476.5,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,CANBK,129.8,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,POLICYBZR,1857.7,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,ABCAPITAL,414.5,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,AXISBANK,1244.1,-,OUT (Not in Strategy)
24-August-2026,Codex Milega Hilega Weekly,26-August-2026,IDBI,91.5,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,AMBUJACEM,418.75,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,MAZDOCK,2637.8,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,JSWENERGY,552.3,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,ZYDUSLIFE,1143.4,-,IN (in strategy still)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,ICICIPRULI,524.5,-,OUT (Not in Strategy)
24-August-2026,Stock mind27- EveryDay Call Options look up,26-August-2026,INDIANB,890.55,-,OUT (Not in Strategy)
